Word Tag
1f O
18 O
, O
prescribing O
the O
order O
of O
preference O
, O
and O
the O
nominee O
of O
a O
resident O
first O
cousin O
of O
the O
decedent O
who O
left O
no O
other O
relatives O
except O
an O
incompetent O
sister O
and O
another O
first O
cousin O
, O
having O
been O
duly O
appointed O
and O
qualified O
pursuant O
to O
such O
nomination O
, O
will O
not O
be O
removed O
at O
the O
suit O
of O
the O
public O
administrator O
who O
was O
subsequently O
nominated O
by O
the O
other O
first O
cousin O
. O
2. O
Estates O
of O
decedents O
\u2014 O
cousin O
as O
next O
of O
kin O
under O
Administration O
Act. O
A O
first O
cousin O
of O
intestate O
, O
residing O
within O
the O
State O
, O
is O
a O
next O
of O
kin O
of O
intestate O
within O
the O
meaning O
of O
Administration O
Act O
, O
sec. O
18 O
, O
Cahill\u2019s O
Ill. O
St. O
ch. O
3 O
, O
if O
18 O
, O
prescribing O
the O
order O
of O
preference O
for O
letters O
, O
where O
there O
is O
no O
other O
blood O
relative O
within O
the O
State O
except O
an O
insane O
sister O
and O
another O
first O
cousin O
, O
and O
the O
nominee O
of O
such O
first O
cousin O
has O
a O
preferential O
right O
over O
the O
public O
administrator O
. O
3. O
Estates O
of O
decedents O
\u2014 O
right O
to O
inherit O
not O
necessary O
qualification O
for O
letters. O
The O
right O
of O
a O
next O
of O
kin O
to O
letters O
of O
administration O
or O
to O
nominate O
is O
not O
limited O
to O
such O
next O
of O
kin O
as O
are O
entitled O
to O
inherit O
, O
Administration O
Act O
, O
sec. O
18 O
, O
Cahill\u2019s O
Ill. O
St. O
ch. O
3 O
, O
If O
18 O
, O
making O
no O
discrimination O
between O
next O
of O
kin O
who O
inherit O
and O
those O
who O
do O
not O
. O
4. O
Estates O
of O
decedents O
\u2014 O
right O
of O
public O
administrator O
to O
letters O
not O
increased O
by O
nomination O
by O
next O
of O
kin. O
A O
public O
administrator O
, O
whose O
right O
to O
letters O
on O
the O
estate O
of O
an O
intestate O
is O
secondary O
to O
that O
of O
a O
previously O
appointed O
nominee O
of O
a O
resident O
next O
of O
kin O
of O
the O
decedent O
, O
acquires O
no O
additional O
rights O
under O
a O
subsequent O
nomination O
by O
another O
next O
of O
kin O
. O
Appeal O
by O
plaintiff O
from O
the O
Circuit O
Court O
of O
Ford O
county; O
the O
Hon. O
Frank O
Lindlet O
, O
Judge O
, O
presiding. O
Heard O
in O
this O
court O
at O
the O
April O
term O
, O
1923 O
. O
Affirmed O
. O
Opinion B-D
filed I-D
July I-D
10 I-D
, I-D
1923 I-D
. O
F. O
M. O
Thompson O
and O
Claude O
M. O
Swanson O
, O
for O
ap.pellant O
. O
*401W. O
R O
Nelson O
, O
E. O
J. O
Pacey O
and O
Schneider O
&amp; O
Schneider O
, O
for O
appellee O
. O
Mr. B-A
Justice I-A
Niehaus I-A
delivered O
the O
opinion O
of O
the O
court O
. O
On O
August O
11 O
, O
1922 O
, O
Della O
Finfrock O
, O
a O
cousin O
of O
John O
William O
Johnson O
, O
who O
died O
intestate O
on O
August O
1 O
, O
1922 O
, O
filed O
her O
petition O
, O
as O
next O
of O
kin O
of O
the O
deceased O
, O
in O
the O
county O
court O
of O
Ford O
county O
, O
for O
the O
appointment O
of O
the O
appellee O
, O
Charles O
J. O
Johnson O
, O
administrator O
of O
the O
estate O
of O
the O
deceased O
, O
who O
at O
the O
time O
of O
his O
death O
was O
seized O
and O
possessed O
of O
a O
large O
amount O
of O
real O
and O
personal O
property; O
the O
amount O
of O
the O
personal O
property O
was O
estimated O
in O
the O
petition O
to O
he O
about O
$20 O
, O
000. O
The O
petition O
states O
that O
the O
deceased O
left O
surviving O
him O
a O
sister O
, O
Ida O
Johnson O
, O
who O
is O
the O
only O
heir O
at O
law O
, O
and O
who O
is O
insane O
, O
and O
therefore O
incompetent O
to O
act O
in O
the O
administration O
of O
the O
estate O
, O
or O
to O
nominate O
someone O
to O
act O
as O
such O
administrator; O
and O
that O
in O
order O
to O
insure O
the O
prompt O
collection O
of O
the O
assets O
, O
and O
to O
bring O
them O
under O
proper O
management O
, O
an O
administrator O
should O
be O
immediately O
appointed. O
The O
county O
court O
, O
on O
consideration O
of O
the O
petition O
, O
appointed O
the O
appellee O
under O
bond O
of O
$40 O
, O
000 O
, O
and O
he O
duly O
qualified O
as O
administrator. O
Thereafter O
, O
on O
the O
17th O
day O
of O
August O
, O
the O
appellant O
, O
L. O
Grant O
Lundberg O
, O
public O
administrator O
of O
Ford O
county O
, O
filed O
a O
petition O
, O
as O
such O
public O
administrator O
, O
asking O
that O
the O
order O
of O
the O
court O
appointing O
the O
appellee O
as O
administrator O
be O
canceled O
and O
set O
aside O
, O
and O
that O
letters O
of O
administration O
be O
issued O
to O
him O
as O
public O
administrator; O
and O
alleging O
in O
the O
petition O
that O
Della O
Finfrock O
was O
not O
next O
of O
kin O
to O
the O
deceased; O
and O
that O
therefore O
the O
court O
was O
without O
jurisdiction O
to O
act O
on O
her O
petition O
and O
the O
appointment O
of O
the O
appellee; O
and O
that O
the O
only O
next O
of O
kin O
of O
said O
deceased O
was O
the O
sister O
, O
Ida O
Johnson O
, O
who O
had O
been O
adjudged O
insane O
, O
and O
was O
incompetent O
to O
administer O
the O
estate O
, O
or O
to O
nominate O
any O
per*402son O
for O
that O
purpose; O
and O
that O
therefore O
, O
by O
virtue O
of O
his O
right O
under O
the O
statute O
, O
he O
prayed O
to O
be O
appointed. O
The O
appellant O
also O
attached O
to O
his O
petition O
a O
written O
request O
by O
Mrs. O
Minnie O
Nugent O
, O
a O
first O
cousin O
of O
the O
deceased O
, O
for O
his O
appointment. O
On O
motion O
of O
the O
appellee O
the O
county O
court O
denied O
the O
appellant\u2019s O
petition O
and O
struck O
it O
from O
the O
files O
, O
and O
on O
appeal O
to O
the O
circuit O
court O
the O
same O
order O
and O
judgment O
were O
entered. O
This O
appeal O
is O
prosecuted O
from O
the O
judgment O
and O
order O
of O
the O
circuit O
court O
. O
The O
facts O
which O
have O
a O
hearing O
on O
the O
questions O
presented O
on O
appeal O
are O
agreed O
upon O
and O
settled O
by O
a O
stipulation O
of O
the O
parties O
, O
which O
is O
as O
follows: O
\u201cIt O
is O
hereby O
stipulated O
by O
and O
between O
C. O
M. O
Swanson O
and O
F. O
M. O
Thompson O
, O
Attorneys O
for O
L. O
Grant O
Lundberg O
, O
Public O
Administrator O
, O
and O
W. O
B. O
Nelson O
, O
Schneider O
&amp; O
Schneider O
and O
E. O
J. O
Pacey O
, O
Attorneys O
for O
Charles O
J. O
Johnson O
, O
Administrator O
of O
the O
Estate O
of O
John O
William O
Johnson O
, O
deceased O
, O
that O
John O
William O
Johnson O
died O
intestate O
on O
August O
1st O
, O
1922 O
, O
a O
resident O
of O
Ford O
County O
, O
Illinois O
, O
and O
owning O
both O
real O
and O
personal O
estate. O
That O
he O
never O
married O
, O
and O
left O
him O
surviving O
no O
wife O
, O
no O
child O
, O
no O
father O
, O
no O
mother O
, O
no O
brother O
, O
no O
grandchildren O
, O
but O
did O
leave O
him O
surviving O
Ida O
Johnson O
, O
his O
sister O
, O
who O
was O
insane O
at O
the O
time O
of O
his O
death O
and O
confined O
in O
an O
insane O
hospital O
at O
Kankakee O
, O
Illinois O
, O
and O
that O
she O
was O
insane O
on O
the O
date O
of O
entry O
of O
the O
order O
in O
the O
County O
Court O
of O
Ford O
County O
appointing O
Charles O
J. O
Johnson O
, O
Administrator O
, O
and O
was O
confined O
at O
that O
time O
in O
said O
insane O
asylum O
and O
is O
insane O
now; O
that O
outside O
of O
the O
insane O
sister O
, O
his O
only O
other O
relatives O
, O
residents O
of O
the O
State O
of O
Illinois O
, O
at O
the O
time O
of O
his O
death O
, O
were O
Della O
Fin-frock O
and O
Minnie O
Nugent O
, O
cousins.\u201d O
It O
was O
also O
expressly O
stipulated O
that O
Della O
Finfroek O
and O
Mrs. O
Minnie O
Nugent O
were O
first O
cousins O
to O
the O
deceased O
, O
and O
the O
only O
first O
cousins O
who O
are O
residents O
of O
the O
State. O
The O
question O
for O
our O
determination O
is O
whether O
the O
appellant O
, O
as O
public O
administrator O
, O
had. O
*403the O
right O
under O
the O
provisions O
of O
the O
statute O
, O
and O
on O
the O
basis O
of O
the O
facts O
here O
presented O
, O
and O
alleged O
in O
his O
petition O
, O
to O
have O
the O
letters O
of O
administration O
which O
had O
previously O
been O
issued O
to O
the O
appellee O
canceled O
and O
set O
aside O
, O
and O
to O
be O
appointed O
in O
the O
place O
of O
the O
appellee. O
Neither O
the O
petition O
nor O
the O
stipulated O
facts O
raise O
any O
question O
about O
the O
competency O
of O
the O
appellee O
to O
act O
as O
administrator. O
The O
provisions O
of O
the O
statute O
concerning O
preference O
in O
administering O
upon O
the O
estate O
of O
a O
deceased O
intestate O
are O
contained O
in O
section O
18 O
of O
the O
Administration O
Act O
[Cahill\u2019s O
Ill. O
St. O
ch. O
3 O
, O
f[ O
18] O
, O
and O
are O
as O
follows: O
\u201c1st. O
To O
the O
surviving O
husband O
or O
wife O
, O
or O
any O
competent O
person O
nominated O
by O
him O
or O
her O
. O
\u201c2d. O
To O
the O
children O
or O
any O
competent O
person O
nominated O
by O
them O
. O
\u201c3d. O
To O
the O
father O
or O
any O
competent O
person O
nominated O
by O
him O
. O
\u201c4th. O
To O
the O
mother O
or O
any O
competent O
person O
nominated O
by O
her O
. O
\u201c5th. O
To O
the O
brothers O
or O
any O
competent O
person O
nominated O
by O
them O
. O
\u2018 O
\u2018 O
6th. O
To O
the O
sisters O
or O
any O
competent O
person O
nominated O
by O
them O
. O
\u201c7th. O
To O
the O
grandchildren O
or O
any O
competent O
person O
nominated O
by O
them O
. O
\u201c8th. O
To O
the O
next O
of O
kin O
or O
any O
competent O
person O
nominated O
by O
them O
. O
\u201c9th. O
To O
the O
public O
administrator O
or O
to O
any O
creditor O
who O
shall O
apply O
for O
the O
same.\u201d O
It O
will O
be O
noticed O
that O
in O
the O
preference O
provided O
for O
by O
section O
18 O
, O
the O
public O
administrator O
comes O
after O
the O
next O
of O
kin O
of O
the O
deceased O
, O
in O
his O
right O
of O
appointment. O
In O
Dupee O
v. O
Follett O
, O
304 O
Ill. O
166 O
, O
which O
is O
the O
latest O
expression O
of O
the O
Supreme O
Court O
in O
the O
construction O
of O
section O
18 O
, O
and O
its O
preferential O
features O
, O
and O
the O
rights O
of O
a O
public O
administrator O
to O
administer O
upon O
intestate O
estates O
, O
the O
court O
says: O
\u201cThe O
statute O
contemplates O
the O
public O
administrator O
shall O
act O
when O
*404an O
intestate O
leaves O
property O
in O
this O
State O
and O
there O
is O
no O
relative O
or O
creditor O
within O
this O
State O
who O
will O
administer. O
If O
the O
deceased O
leaves O
relatives O
in O
this O
State O
who O
will O
administer O
and O
they O
seek O
to O
do O
so O
before O
the O
public O
administrator O
is O
appointed O
, O
they O
have O
a O
right O
to O
do O
so O
, O
even O
though O
they O
did O
not O
attempt O
to O
exercise O
that O
right O
within O
sixty O
days. O
The O
reason O
for O
creating O
the O
office O
of O
public O
administrator O
was O
to O
give O
authority O
to O
someone O
to O
administer O
on O
intestate O
estates O
where O
no O
relative O
or O
creditor O
would O
administer. O
If O
administration O
is O
required O
to O
conserve O
the O
estate O
and O
relatives O
and O
creditors O
of O
the O
deceased O
will O
not O
administer O
, O
it O
is O
the O
duty O
of O
the O
public O
administrator O
to O
do O
so. O
The O
office O
was O
created O
for O
the O
benefit O
of O
such O
estates O
, O
and O
if O
the O
heirs O
apply O
for O
letters O
of O
administration O
before O
application O
is O
made O
to O
commit O
the O
administration O
to O
the O
public O
administrator O
, O
* O
* O
* O
letters O
should O
be O
granted O
to O
them O
or O
to O
the O
person O
they O
nominate. O
It O
is O
the O
clear O
intent O
of O
the O
legislature O
that O
relatives O
and O
creditors O
of O
the O
intestate O
should O
be O
preferred O
to O
the O
public O
administrator.\u201d O
It O
is O
alleged O
in O
appellant\u2019s O
petition O
, O
and O
insisted O
on O
in O
the O
argument O
of O
his O
counsel O
, O
however O
, O
that O
Della O
Finfrock O
is O
not O
a O
next O
of O
kin. O
Next O
of O
kin O
are O
the O
nearest O
blood O
relatives. O
29 O
Cyc. O
1044. O
And O
the O
next O
of O
kin O
contemplated O
by O
the O
statute O
are O
the O
next O
of O
kin O
or O
nearest O
blood O
relatives O
of O
a O
deceased O
which O
come O
after O
the O
sisters O
and O
grandchildren O
, O
which O
in O
this O
case O
would O
mean O
the O
first O
cousins O
, O
namely O
, O
Della O
Finfrock O
and O
Mrs. O
Minnie O
Nugent. O
It O
is O
also O
contended O
that O
the O
next O
of O
kin O
referred O
to O
by O
the O
statute O
means O
next O
of O
kin O
who O
inherit O
the O
estate O
or O
have O
some O
interest O
therein. O
It-is O
a O
sufficient O
answer O
to O
this O
contention O
, O
we O
think O
, O
to O
point O
out O
the O
fact O
that O
the O
statute O
makes O
no O
such O
qualification; O
it O
does O
not O
discriminate O
between O
next O
of O
kin O
who O
inherit O
and O
those O
who O
do O
not O
inherit. O
For O
the O
reasons O
stated O
, O
we O
are O
of O
opinion O
that O
there O
was O
no O
error O
in O
denial O
of O
the O
prayer O
of O
appellant\u2019s O
petition O
and O
striking O
it O
from O
the O
files. O
The O
mere O
re*405quest O
of O
one O
of O
the O
two O
next O
of O
kin O
for O
the O
appointment O
of O
the O
public O
administrator O
, O
after O
appellee O
had O
been O
appointed O
and O
qualified O
, O
we O
think O
, O
would O
not O
add O
any O
additional O
legal O
force O
to O
the O
appellant\u2019s O
right O
to O
be O
appointed; O
a O
different O
question O
, O
however O
, O
would O
have O
arisen O
if O
Mrs. O
Minnie O
Nugent O
would O
have O
asked O
to O
be O
appointed O
. O
The O
judgment O
is O
affirmed O
. O
Affirmed O
. O
\n O

In B-P
re I-P
estate I-P
of I-P
Daniel I-P
J. I-P
Davis I-P
, I-P
deceased I-P
. O
Benjamin O
F. O
Davis O
and O
Jessica O
D. O
Murphy O
, O
appellants O
, O
v. O
Maud O
R. O
Davis O
, O
individually O
and O
as O
administratrix O
, O
William O
C O
Davis O
and O
Henry O
G. O
W. O
Reinhardt O
, O
appellees O
. O
Gen. B-N
No. I-N
28,492 I-N
. O
Claim O
against O
decedent\u2019s O
estate O
, O
petition O
charging O
fraud. O
Judgment O
for O
defendants. O
Appeal O
from O
the O
Circuit O
Court O
of O
Cook O
county; O
the O
Hon. O
Thomas O
G. O
Windes O
, O
Judge O
, O
presiding. O
Heard O
in O
the O
second O
division O
of O
this O
court O
for O
the O
first O
district O
at O
the O
March O
term O
, O
1923 O
. O
Affirmed O
. O
Opinion B-D
filed I-D
October I-D
2 I-D
, I-D
1923 I-D
. O
Boyle O
&amp; O
Mott O
and O
Mason O
Brothers O
, O
for O
appellants. O
Winston O
, O
Strawn O
&amp; O
Shaw O
and O
Charles O
Martin O
, O
for O
appellees; O
John O
C. O
Slade O
and O
Edward O
G. O
Ince O
, O
of O
counsel O
. O
Mr. B-A
Presiding I-A
Justice I-A
Gridley I-A
delivered O
the O
opinion O
of O
the O
court O
. O
\n O

Universal B-P
Vending I-P
Service I-P
Company I-P
, I-P
appellee I-P
, I-P
v. I-P
George I-P
Alexander I-P
, I-P
appellant I-P
. O
Gen. B-N
No. I-N
28,573 I-N
. O
Consolidated O
with O
No. O
28 O
, O
578 O
ante. O
Appeal O
from O
the O
Municipal O
Court O
of O
Chicago; O
the O
Hon. O
Henry O
M. O
Walker O
, O
Judge O
, O
presiding. O
Heard O
in O
the O
second O
division O
of O
this O
court O
for O
the O
first O
district O
. O
Affirmed O
. O
Opinion B-D
filed I-D
November I-D
27 I-D
, I-D
1923 I-D
. O
Per B-A
Curiam I-A
. O
\n O

Universal B-P
Vending I-P
Service I-P
Company I-P
, I-P
appellee I-P
, I-P
v. I-P
Mrs. I-P
Minnie I-P
Petty I-P
, I-P
appellant I-P
. O
Gen. B-N
No. I-N
28,587 I-N
. O
Consolidated O
with O
No. O
28 O
, O
578 O
ante. O
Appeal O
from O
the O
Municipal O
Court O
of O
Chicago; O
the O
Hon. O
Henry O
M. O
Walker O
, O
Judge O
, O
presiding. O
Heard O
in O
the O
second O
division O
of O
this O
court O
for O
the O
first O
district O
. O
Affirmed O
. O
Opinion B-D
filed I-D
November I-D
27 I-D
, I-D
1923 I-D
. O
Per B-A
Curiam I-A
. O
\n O

Will B-P
County I-P
Produce I-P
Company I-P
, I-P
plaintiff I-P
in I-P
error I-P
, I-P
v. I-P
Joseph I-P
Freedman I-P
, I-P
defendant I-P
in I-P
error I-P
. O
Gen. B-N
No. I-N
7,053 I-N
. O
Suit O
in O
justice O
of O
the O
peace O
court. O
Judgment O
for O
plaintiff. O
Error O
to O
the O
Circuit O
Court O
of O
Will O
county; O
the O
Hon. O
Dorranee O
Dibell O
, O
Judge O
, O
*626presiding. O
Heard O
in O
this O
court O
at O
the O
April O
term O
, O
1922 O
. O
Affirmed O
. O
Opinion B-D
filed I-D
August I-D
13 I-D
, I-D
1923 I-D
. O
Hjalmar O
Rehn O
, O
for O
plaintiff O
in O
error. O
Daniel O
Harrington O
, O
for O
defendant O
in O
error O
. O
Mr. B-A
Justice I-A
Jones I-A
delivered O
the O
opinion O
of O
the O
court O
. O
\n O

Universal B-P
Vending I-P
Service I-P
Company I-P
, I-P
appellee I-P
, I-P
v. I-P
Vicho I-P
Murro I-P
, I-P
appellant I-P
. O
Gen. B-N
No. I-N
28,592 I-N
. O
Consolidated O
with O
No. O
28 O
, O
578 O
ante. O
Appeal O
from O
the O
Municipal O
Court O
of O
Chicago; O
the O
Hon. O
Henry O
M. O
Walker O
, O
Judge O
, O
presiding. O
Heard O
in O
the O
second O
division O
of O
this O
court O
for O
the O
first O
district O
. O
Affirmed O
. O
Opinion B-D
filed I-D
November I-D
27 I-D
, I-D
1923 I-D
. O
Per B-A
Curiam I-A
. O
\n O

Tony B-P
Stropoli I-P
, I-P
appellee I-P
, I-P
v. I-P
Boyda I-P
Dairy I-P
Company I-P
, I-P
appellant I-P
. O
Gen. B-N
No. I-N
28,544 I-N
. O
Suit O
for O
personal O
injuries O
sustained O
through O
negligent O
driving O
of O
defendant\u2019s O
automobile O
truck. O
Judgment O
for O
plaintiff O
for O
$2 O
, O
250. O
Appeal O
from O
the O
Superior O
Court O
of O
Cook O
county; O
the O
Hon. O
E. O
D. O
Shurtleff O
, O
Judge O
, O
presiding. O
Heard O
in O
the O
second O
division O
of O
this O
court O
, O
for O
the O
first- O
district O
at O
the O
March O
term O
, O
1923 O
. O
Affirmed O
. O
Opinion B-D
filed I-D
November I-D
27 I-D
, I-D
1923 I-D
. O
Rehearing O
denied O
December O
8 O
, O
1923 O
. O
Certiorari O
denied O
by O
Supreme O
Court O
(making O
opinion O
final) O
. O
Edward O
H. O
Kubitz O
, O
for O
appellant. O
Finn O
&amp; O
Miller O
, O
for O
appellee O
. O
Mr. B-A
Justice I-A
Fitch I-A
delivered O
the O
opinion O
of O
the O
court O
. O
\n O

The B-P
People I-P
of I-P
the I-P
State I-P
of I-P
Illinois I-P
ex I-P
rel. I-P
Isaiah I-P
Coffman I-P
, I-P
appellant I-P
, I-P
v. I-P
W. I-P
D. I-P
Mackey I-P
, I-P
county I-P
treasurer I-P
, I-P
appellee I-P
. O
Gen. B-N
No. I-N
7,146 I-N
. O
Quo O
warranto O
against O
community O
high O
school O
district. O
Bill O
of O
complaint O
filed O
by O
taxpayer O
for O
injunction O
restraining O
collection O
of O
taxes O
levied O
pending O
quo O
warranto O
proceedings. O
Temporary O
injunction O
granted O
and O
dissolved. O
Bill O
dismissed. O
Appeal O
from O
the O
Circuit O
Court O
of O
Ogle O
county; O
the O
Hon. O
Franklin O
J. O
Stransky O
, O
Judge O
, O
presiding. O
Heard O
in O
this O
court O
at O
the O
October O
term O
, O
1922 O
. O
Affirmed O
. O
Opinion B-D
filed I-D
August I-D
13 I-D
, I-D
1923 I-D
. O
James O
L. O
McDowell O
, O
State\u2019s O
Attorney O
, O
Frank O
Wertz O
and O
H. O
A. O
Brooks O
, O
for O
appellant. O
D. O
D. O
Madden O
and O
H. O
A. O
Smith O
, O
for O
appellee; O
Stevens O
&amp; O
Herndon O
, O
of O
counsel O
. O
Mr. B-A
Justice I-A
Jones I-A
delivered O
the O
opinion O
of O
the O
court O
. O
\n O

Almeda B-P
Peterson I-P
, I-P
appellee I-P
, I-P
v. I-P
Andrew I-P
Anderson I-P
, I-P
appellant I-P
. O
Gen. B-N
No. I-N
7,229 I-N
. O
Suit O
for O
room O
rent O
and O
board O
and O
attendance. O
Verdict O
for O
plaintiff. O
Appeal O
from O
the O
Circuit O
Court O
of O
Knox O
county; O
the O
Hon. O
Walter O
C. O
Frank O
, O
Judge O
, O
presiding. O
Heard O
in O
this O
court O
at O
the O
April O
term O
, O
1923 O
. O
Affirmed O
. O
Opinion B-D
filed I-D
August I-D
13 I-D
, I-D
1923 I-D
. O
Rehearing O
denied O
October O
2 O
, O
1923 O
. O
R. O
C. O
Hunt O
, O
for O
appellant. O
J. O
E. O
Maley O
, O
for O
appellee O
. O
Mr. B-A
Presiding I-A
Justice I-A
Partlow I-A
delivered O
the O
opinion O
of O
the O
court O
. O
\n O

Universal B-P
Vending I-P
Service I-P
Company I-P
, I-P
appellee I-P
, I-P
v. I-P
Joe I-P
Endelli I-P
, I-P
appellant I-P
. O
Gen. B-N
No. I-N
28,600 I-N
. O
Consolidated O
with O
No. O
28 O
, O
578 O
ante. O
Appeal O
from O
the O
Municipal O
Court O
of O
Chicago; O
the O
Hon. O
Henry O
M. O
Walker O
, O
Judge O
, O
presiding. O
*618Heard O
in O
the O
second O
division O
of O
this O
court O
for O
the O
first O
district O
. O
Affirmed O
. O
Opinion B-D
filed I-D
November I-D
27 I-D
, I-D
1923 I-D
. O
Per B-A
Curiam I-A
. O
\n O

Harry O
D. O
Parmlee O
, O
appellant O
, O
v. O
J. O
A. O
MacFarlane O
&amp; O
Son O
, O
trading O
as O
Hotel O
Kenmore O
, O
appellee O
. O
Gen. B-N
No. I-N
27,931 I-N
. O
Action O
of O
replevin O
for O
personalty O
, O
claimed O
as O
innkeeper\u2019s O
lien O
for O
rental. O
Judgment O
for O
defendants. O
Appeal O
from O
the O
Municipal O
Court O
of O
Chicago; O
the O
Hon. O
William O
R. O
Fetzer O
, O
Judge O
, O
presiding. O
Heard O
in O
the O
third O
division O
of O
this O
court O
for O
the O
first O
district O
at O
the O
October O
term O
, O
1922 O
. O
Reversed O
